time, Quad.Pos.Y, Quad.Est.Y, Quad.Vel.Y, Quad.Est.VY
0.005000,-0.000000,-0.000006,-0.000006,-0.000896
0.010000,-0.000000,-0.000013,-0.000064,-0.003241
0.015000,-0.000001,-0.000034,-0.000225,-0.002537
0.020000,-0.000003,-0.000046,-0.000540,-0.006270
0.025000,-0.000007,-0.000082,-0.001037,-0.006058
0.030000,-0.000014,-0.000110,-0.001718,-0.006224
0.035000,-0.000025,-0.000146,-0.002570,-0.006299
0.040000,-0.000041,-0.000172,-0.003557,-0.006694
0.045000,-0.000062,-0.000212,-0.004651,-0.008049
0.050000,-0.000089,-0.000242,-0.005785,-0.006353
0.055000,-0.000121,-0.000288,-0.006902,-0.011009
0.060000,-0.000159,-0.000333,-0.007964,-0.013187
0.065000,-0.000202,-0.000411,-0.008953,-0.016843
0.070000,-0.000249,-0.000481,-0.009815,-0.016752
0.075000,-0.000300,-0.000577,-0.010507,-0.015650
0.080000,-0.000354,-0.000639,-0.011057,-0.013535
0.085000,-0.000411,-0.000722,-0.011433,-0.014722
0.090000,-0.000469,-0.000778,-0.011605,-0.014146
0.095000,-0.000527,-0.000867,-0.011608,-0.017003
0.100000,-0.000585,-0.000935,-0.011498,-0.017479
0.105000,-0.000642,-0.000131,-0.011319,-0.009172
0.110000,-0.000697,-0.000169,-0.011090,-0.010273
0.115000,-0.000752,-0.000239,-0.010832,-0.011808
0.120000,-0.000805,-0.000287,-0.010567,-0.012865
0.125000,-0.000857,-0.000358,-0.010286,-0.010195
0.130000,-0.000908,-0.000397,-0.009987,-0.009723
0.135000,-0.000957,-0.000450,-0.009655,-0.007985
0.140000,-0.001004,-0.000484,-0.009305,-0.009279
0.145000,-0.001050,-0.000540,-0.008943,-0.010510
0.150000,-0.001093,-0.000583,-0.008575,-0.010383
0.155000,-0.001135,-0.000649,-0.008198,-0.013385
0.160000,-0.001175,-0.000702,-0.007805,-0.013913
0.165000,-0.001213,-0.000782,-0.007401,-0.014144
0.170000,-0.001248,-0.000842,-0.006993,-0.017864
0.175000,-0.001282,-0.000954,-0.006571,-0.019237
0.180000,-0.001314,-0.001032,-0.006134,-0.019229
0.185000,-0.001343,-0.001139,-0.005718,-0.016999
0.190000,-0.001371,-0.001213,-0.005334,-0.019697
0.195000,-0.001396,-0.001331,-0.004969,-0.019319
0.200000,-0.001420,-0.001410,-0.004611,-0.018943
0.205000,-0.001442,-0.001260,-0.004282,-0.018818
0.210000,-0.001462,-0.001341,-0.003986,-0.021869
0.215000,-0.001481,-0.001470,-0.003695,-0.019804
0.220000,-0.001499,-0.001549,-0.003377,-0.019295
0.225000,-0.001515,-0.001667,-0.003009,-0.019566
0.230000,-0.001529,-0.001746,-0.002616,-0.022491
0.235000,-0.001540,-0.001873,-0.002168,-0.019379
0.240000,-0.001550,-0.001956,-0.001677,-0.020469
0.245000,-0.001557,-0.002072,-0.001146,-0.017846
0.250000,-0.001561,-0.002130,-0.000584,-0.017852
0.255000,-0.001562,-0.002241,0.000074,-0.018224
0.260000,-0.001559,-0.002300,0.000832,-0.017433
0.265000,-0.001552,-0.002407,0.001698,-0.019537
0.270000,-0.001541,-0.002486,0.002635,-0.017969
0.275000,-0.001525,-0.002597,0.003638,-0.019339
0.280000,-0.001504,-0.002675,0.004699,-0.021523
0.285000,-0.001477,-0.002809,0.005829,-0.022483
0.290000,-0.001444,-0.002900,0.007073,-0.024375
0.295000,-0.001404,-0.003047,0.008501,-0.023069
0.300000,-0.001357,-0.003133,0.010031,-0.020999
0.305000,-0.001303,-0.003030,0.011552,-0.017211
0.310000,-0.001240,-0.003103,0.013053,-0.016529
0.314999,-0.001171,-0.003194,0.014472,-0.015969
0.319999,-0.001094,-0.003258,0.015873,-0.015137
0.324999,-0.001011,-0.003348,0.017215,-0.012578
0.329999,-0.000921,-0.003394,0.018483,-0.012443
0.334999,-0.000825,-0.003460,0.019693,-0.009252
0.339999,-0.000723,-0.003484,0.020832,-0.006679
0.344999,-0.000615,-0.003524,0.021954,-0.007215
0.349999,-0.000502,-0.003553,0.023029,-0.007679
0.354999,-0.000384,-0.003598,0.024033,-0.006869
0.359999,-0.000261,-0.003625,0.025004,-0.007910
0.364999,-0.000133,-0.003676,0.025954,-0.012445
0.369999,-0.000000,-0.003727,0.026917,-0.015044
0.374999,0.000137,-0.003817,0.027919,-0.014189
0.379999,0.000280,-0.003874,0.028936,-0.013825
0.384999,0.000428,-0.003955,0.029977,-0.012871
0.389999,0.000581,-0.004008,0.031007,-0.013565
0.394998,0.000739,-0.004096,0.032046,-0.016082
0.399998,0.000902,-0.004151,0.033098,-0.013493
0.404998,0.001071,-0.000710,0.034177,0.001493
0.409998,0.001245,-0.000705,0.035276,0.002029
0.414998,0.001425,-0.000697,0.036394,0.000442
0.419998,0.001610,-0.000689,0.037449,0.000704
0.424998,0.001800,-0.000685,0.038426,0.001522
0.429998,0.001995,-0.000681,0.039299,0.001000
0.434998,0.002194,-0.000684,0.040097,-0.003099
0.439998,0.002396,-0.000702,0.040834,-0.002952
0.444998,0.002603,-0.000716,0.041519,-0.001933
0.449998,0.002812,-0.000739,0.042168,-0.002376
0.454998,0.003025,-0.000749,0.042790,0.001011
0.459998,0.003241,-0.000742,0.043393,0.002912
0.464998,0.003460,-0.000722,0.043998,0.005529
0.469997,0.003681,-0.000676,0.044627,0.007048
0.474997,0.003906,-0.000642,0.045243,0.007000
0.479997,0.004134,-0.000598,0.045813,0.010030
0.484997,0.004365,-0.000546,0.046353,0.009008
0.489997,0.004598,-0.000514,0.046858,0.010653
0.494997,0.004834,-0.000461,0.047299,0.007525
0.499997,0.005072,-0.000431,0.047677,0.004842
0.504997,0.005311,0.003887,0.047998,0.016361
0.509997,0.005552,0.003952,0.048231,0.015489
0.514997,0.005793,0.004046,0.048349,0.015445
0.519997,0.006035,0.004109,0.048329,0.014902
0.524997,0.006276,0.004196,0.048147,0.012446
0.529997,0.006516,0.004245,0.047783,0.012341
0.534997,0.006753,0.004317,0.047244,0.010468
0.539997,0.006987,0.004358,0.046527,0.009993
0.544997,0.007217,0.004412,0.045648,0.005746
0.549996,0.007443,0.004437,0.044579,0.005185
0.554996,0.007662,0.004456,0.043366,-0.000203
0.559996,0.007875,0.004458,0.042072,-0.002689
0.564996,0.008081,0.004441,0.040707,-0.005161
0.569996,0.008280,0.004411,0.039304,-0.007750
0.574996,0.008473,0.004356,0.037865,-0.012598
0.579996,0.008657,0.004302,0.036330,-0.014038
0.584996,0.008834,0.004217,0.034778,-0.013558
0.589996,0.009004,0.004161,0.033174,-0.014234
0.594996,0.009165,0.004067,0.031605,-0.018512
0.599996,0.009318,0.003992,0.030066,-0.022096
0.604996,0.009464,0.006490,0.028680,-0.018266
0.609996,0.009604,0.006411,0.027461,-0.020698
0.614996,0.009738,0.006282,0.026350,-0.024073
0.619996,0.009866,0.006186,0.025336,-0.024518
0.624996,0.009990,0.006032,0.024385,-0.028279
0.629995,0.010110,0.005917,0.023541,-0.029296
0.634995,0.010225,0.005740,0.022732,-0.029871
0.639995,0.010336,0.005623,0.021975,-0.031231
0.644995,0.010444,0.005428,0.021299,-0.033250
0.649995,0.010549,0.005286,0.020703,-0.035289
0.654995,0.010651,0.005080,0.020162,-0.034665
0.659995,0.010750,0.004941,0.019706,-0.033953
0.664995,0.010847,0.004729,0.019360,-0.035910
0.669995,0.010943,0.004592,0.019105,-0.036740
0.674995,0.011039,0.004367,0.018963,-0.039836
0.679995,0.011133,0.004232,0.018937,-0.039518
0.684995,0.011228,0.003992,0.019025,-0.041659
0.689995,0.011324,0.003807,0.019228,-0.040798
0.694995,0.011421,0.003561,0.019549,-0.039548
0.699995,0.011520,0.003428,0.019970,-0.040455
0.704994,0.011621,0.004514,0.020514,-0.036501
0.709994,0.011726,0.004365,0.021170,-0.034701
0.714994,0.011834,0.004149,0.021967,-0.035853
0.719994,0.011947,0.004008,0.022910,-0.036630
0.724994,0.012064,0.003789,0.023901,-0.035893
0.729994,0.012187,0.003650,0.024918,-0.035826
0.734994,0.012314,0.003431,0.025927,-0.037065
0.739994,0.012447,0.003278,0.026933,-0.035455
0.744994,0.012585,0.003065,0.027949,-0.034621
0.749994,0.012727,0.002928,0.028978,-0.033804
0.754994,0.012875,0.002723,0.030011,-0.035509
0.759994,0.013029,0.002579,0.031084,-0.037837
0.764994,0.013187,0.002347,0.032192,-0.037187
0.769994,0.013352,0.002194,0.033282,-0.033656
0.774994,0.013521,0.001988,0.034428,-0.032703
0.779994,0.013697,0.001852,0.035594,-0.032449
0.784993,0.013879,0.001661,0.036783,-0.028272
0.789993,0.014066,0.001560,0.038035,-0.027465
0.794993,0.014260,0.001393,0.039282,-0.029448
0.799993,0.014460,0.001289,0.040537,-0.029064
0.804993,0.014667,0.009825,0.041865,-0.009911
0.809993,0.014880,0.009773,0.043270,-0.009303
0.814993,0.015101,0.009718,0.044736,-0.008822
0.819993,0.015329,0.009658,0.046131,-0.008552
0.824993,0.015564,0.009603,0.047440,-0.011280
0.829993,0.015805,0.009567,0.048643,-0.010135
0.834993,0.016051,0.009509,0.049679,-0.006853
0.839993,0.016302,0.009473,0.050494,-0.005979
0.844993,0.016556,0.009437,0.051093,-0.005838
0.849993,0.016813,0.009406,0.051482,-0.005869
0.854993,0.017071,0.009374,0.051665,-0.004815
0.859993,0.017329,0.009373,0.051665,-0.002944
0.864992,0.017587,0.009364,0.051509,-0.000258
0.869992,0.017844,0.009372,0.051227,-0.001466
0.874992,0.018099,0.009359,0.050853,-0.003724
0.879992,0.018352,0.009339,0.050408,-0.004642
0.884992,0.018603,0.009303,0.049900,-0.009253
0.889992,0.018850,0.009276,0.049313,-0.008684
0.894992,0.019095,0.009218,0.048630,-0.012818
0.899992,0.019336,0.009148,0.047876,-0.014690
0.904992,0.019573,0.015611,0.047032,-0.002791
0.909992,0.019805,0.015606,0.046102,-0.003322
0.914992,0.020033,0.015579,0.045072,-0.006311
0.919992,0.020254,0.015552,0.043875,-0.006957
0.924992,0.020470,0.015503,0.042587,-0.008688
0.929992,0.020679,0.015467,0.041144,-0.009918
0.934992,0.020880,0.015408,0.039584,-0.012229
0.939991,0.021073,0.015338,0.037966,-0.016617
0.944991,0.021258,0.015236,0.036267,-0.018913
0.949991,0.021434,0.015162,0.034447,-0.019546
0.954991,0.021600,0.015036,0.032451,-0.022036
0.959991,0.021756,0.014967,0.030343,-0.023458
0.964991,0.021901,0.014823,0.028152,-0.024868
0.969991,0.022035,0.014720,0.026024,-0.027761
0.974991,0.022159,0.014543,0.023929,-0.033386
0.979991,0.022273,0.014401,0.021886,-0.036715
0.984991,0.022376,0.014177,0.019815,-0.039407
0.989991,0.022469,0.014024,0.017821,-0.044521
0.994991,0.022552,0.013754,0.015862,-0.047077
0.999991,0.022626,0.013545,0.013946,-0.049584
1.004991,0.022690,0.015297,0.012108,-0.048521
1.009991,0.022745,0.015105,0.010411,-0.051521
1.014991,0.022792,0.014786,0.008633,-0.056029
1.019992,0.022830,0.014548,0.007069,-0.059131
1.024992,0.022861,0.014188,0.005706,-0.060939
1.029992,0.022886,0.013938,0.004492,-0.062620
1.034992,0.022905,0.013556,0.003437,-0.065791
1.039993,0.022920,0.013280,0.002539,-0.067856
1.044993,0.022930,0.012879,0.001789,-0.066123
1.049993,0.022937,0.012616,0.001194,-0.065204
1.054993,0.022942,0.012226,0.000743,-0.067462
1.059994,0.022945,0.011953,0.000440,-0.068915
1.064994,0.022946,0.011541,0.000280,-0.069415
1.069994,0.022948,0.011268,0.000250,-0.067131
1.074994,0.022949,0.010863,0.000348,-0.067500
1.079994,0.022951,0.010592,0.000576,-0.068730
1.084995,0.022955,0.010174,0.000903,-0.071058
1.089995,0.022961,0.009891,0.001312,-0.071581
1.094995,0.022969,0.009462,0.001795,-0.071314
1.099995,0.022980,0.009176,0.002345,-0.073557
1.104996,0.022993,0.011042,0.002975,-0.069397
1.109996,0.023010,0.010763,0.003698,-0.069379
1.114996,0.023031,0.010342,0.004522,-0.068433
1.119996,0.023056,0.010069,0.005459,-0.067774
1.124997,0.023087,0.009658,0.006483,-0.069757
1.129997,0.023122,0.009379,0.007554,-0.068253
1.134997,0.023164,0.008968,0.008679,-0.066981
1.139997,0.023210,0.008702,0.009849,-0.067456
1.144997,0.023263,0.008293,0.011116,-0.070413
1.149998,0.023323,0.008014,0.012537,-0.072276
1.154998,0.023390,0.007577,0.014073,-0.072826
1.159998,0.023466,0.007289,0.015686,-0.071962
1.164998,0.023549,0.006852,0.017416,-0.072518
1.169999,0.023642,0.006565,0.019302,-0.071468
1.174999,0.023744,0.006143,0.021295,-0.067148
1.179999,0.023857,0.005875,0.023364,-0.065752
1.184999,0.023980,0.005481,0.025610,-0.066966
1.190000,0.024116,0.005213,0.028006,-0.063676
1.195000,0.024263,0.004843,0.030550,-0.060207
1.200000,0.024424,0.004600,0.033230,-0.059580
1.205000,0.024599,0.021708,0.036107,-0.025918
1.210001,0.024789,0.021607,0.039297,-0.024367
1.215001,0.024995,0.021469,0.042539,-0.021739
1.220001,0.025217,0.021386,0.045737,-0.019201
1.225001,0.025455,0.021271,0.048859,-0.018254
1.230001,0.025709,0.021203,0.051882,-0.015846
1.235002,0.025977,0.021117,0.054701,-0.012345
1.240002,0.026258,0.021066,0.057204,-0.009378
1.245002,0.026551,0.021017,0.059378,-0.005647
1.250002,0.026853,0.020995,0.061276,-0.004451
1.255003,0.027164,0.020977,0.062834,-0.002783
1.260003,0.027482,0.020967,0.063972,-0.003788
1.265003,0.027804,0.020943,0.064719,-0.003503
1.270003,0.028129,0.020932,0.065053,-0.002936
1.275004,0.028454,0.020913,0.064937,-0.003323
1.280004,0.028777,0.020903,0.064377,-0.002980
1.285004,0.029097,0.020877,0.063396,-0.007296
1.290004,0.029410,0.020844,0.061992,-0.010135
1.295004,0.029714,0.020778,0.060207,-0.014511
1.300005,0.030009,0.020720,0.058122,-0.016409
1.305005,0.030293,0.027334,0.055715,-0.012870
1.310005,0.030563,0.027281,0.052838,-0.015518
1.315005,0.030818,0.027184,0.049678,-0.019396
1.320006,0.031056,0.027109,0.046252,-0.020564
1.325006,0.031276,0.026967,0.042641,-0.028251
1.330006,0.031479,0.026847,0.038983,-0.035626
1.335006,0.031662,0.026624,0.035229,-0.042957
1.340007,0.031827,0.026447,0.031483,-0.046857
1.345007,0.031973,0.026151,0.027665,-0.054057
1.350007,0.032100,0.025929,0.023963,-0.057088
1.355007,0.032209,0.025580,0.020339,-0.062244
1.360008,0.032300,0.025329,0.016728,-0.066185
1.365008,0.032373,0.024922,0.013315,-0.070910
1.370008,0.032430,0.024636,0.010097,-0.074696
1.375008,0.032472,0.024174,0.007187,-0.080018
1.380008,0.032500,0.023852,0.004537,-0.082261
1.385009,0.032515,0.023346,0.002014,-0.087996
1.390009,0.032518,0.022997,-0.000312,-0.089570
1.395009,0.032510,0.022454,-0.002410,-0.093150
1.400009,0.032492,0.022082,-0.004204,-0.093635
1.405010,0.032466,0.027239,-0.005781,-0.089809
1.410010,0.032433,0.026870,-0.007188,-0.093070
1.415010,0.032393,0.026314,-0.008427,-0.091095
1.420010,0.032348,0.025953,-0.009477,-0.093740
1.425011,0.032298,0.025386,-0.010384,-0.097516
1.430011,0.032244,0.024987,-0.011202,-0.100189
1.435011,0.032185,0.024390,-0.011946,-0.100632
1.440011,0.032123,0.023987,-0.012631,-0.101712
1.445011,0.032058,0.023376,-0.013258,-0.104195
1.450012,0.031990,0.022958,-0.013817,-0.105493
1.455012,0.031920,0.022311,-0.014305,-0.109581
1.460012,0.031847,0.021871,-0.014720,-0.111547
1.465012,0.031772,0.021203,-0.015041,-0.111840
